id,name,name_reverse,class,label,subject_class,object_class,new_class
1262,österreichische Geschichte und allgemeine Wirtschaftsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> österreichische Geschichte und allgemeine Wirtschaftsgeschichte,person,institution,PositionAn
1263,österreichische und europäische Volkskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> österreichische und europäische Volkskunde,person,institution,PositionAn
1264,österreichischen Literaturgeschichte und der allgemeinen Literaturwissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> österreichischen Literaturgeschichte und der allgemeinen Literaturwissenschaft,person,institution,PositionAn
1265,österreichisches Privatrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> österreichisches Privatrecht,person,institution,PositionAn
1266,osteuropäische Geschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> osteuropäische Geschichte,person,institution,PositionAn
1267,Pädagogik,,person institution relation,hat Position inne >> Honorar-Prof. >> Pädagogik,person,institution,PositionAn
1268,Pädagogik und Kulturphilosophie,,person institution relation,hat Position inne >> Honorar-Prof. >> Pädagogik und Kulturphilosophie,person,institution,PositionAn
1269,Paläontologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Paläontologie,person,institution,PositionAn
1270,Paläoontologie und Paläobiologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Paläoontologie und Paläobiologie,person,institution,PositionAn
1271,pathologische Anatomie,,person institution relation,hat Position inne >> Honorar-Prof. >> pathologische Anatomie,person,institution,PositionAn
1272,Pflanzenzüchtung,,person institution relation,hat Position inne >> Honorar-Prof. >> Pflanzenzüchtung,person,institution,PositionAn
1273,Pharmakologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Pharmakologie,person,institution,PositionAn
1274,Pharmakologie und Toxikologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Pharmakologie und Toxikologie,person,institution,PositionAn
1275,Philosophie,,person institution relation,hat Position inne >> Honorar-Prof. >> Philosophie,person,institution,PositionAn
1276,"Philosophie, insbesondere für Geschichte und Theorie der induktiven Wissenschaft",,person institution relation,"hat Position inne >> Honorar-Prof. >> Philosophie, insbesondere für Geschichte und Theorie der induktiven Wissenschaft",person,institution,PositionAn
1277,Physik,,person institution relation,hat Position inne >> Honorar-Prof. >> Physik,person,institution,PositionAn
1278,Physik der Erde,,person institution relation,hat Position inne >> Honorar-Prof. >> Physik der Erde,person,institution,PositionAn
1279,physikalische Chemie,,person institution relation,hat Position inne >> Honorar-Prof. >> physikalische Chemie,person,institution,PositionAn
1280,physikalische Geographie,,person institution relation,hat Position inne >> Honorar-Prof. >> physikalische Geographie,person,institution,PositionAn
1281,Physiologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Physiologie,person,institution,PositionAn
1282,Physiologie und Balneologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Physiologie und Balneologie,person,institution,PositionAn
1283,Physiologie und höhere Anatomie,,person institution relation,hat Position inne >> Honorar-Prof. >> Physiologie und höhere Anatomie,person,institution,PositionAn
1284,politische Ökonomie,,person institution relation,hat Position inne >> Honorar-Prof. >> politische Ökonomie,person,institution,PositionAn
1285,"politische Ökonomie (Volkswirtschaftslehre, Volkswirtschaftspolitik, Finanzwissenschaft)",,person institution relation,"hat Position inne >> Honorar-Prof. >> politische Ökonomie (Volkswirtschaftslehre, Volkswirtschaftspolitik, Finanzwissenschaft)",person,institution,PositionAn
1286,"politische Wissenschaften und österreichische politische Gesetzeskunde, Staatswissenschaft",,person institution relation,"hat Position inne >> Honorar-Prof. >> politische Wissenschaften und österreichische politische Gesetzeskunde, Staatswissenschaft",person,institution,PositionAn
1287,"Prähistorie, Kunstgeschichte und Völkerkunde Asiens",,person institution relation,"hat Position inne >> Honorar-Prof. >> Prähistorie, Kunstgeschichte und Völkerkunde Asiens",person,institution,PositionAn
1288,praktische Astronomie und Astrophysik,,person institution relation,hat Position inne >> Honorar-Prof. >> praktische Astronomie und Astrophysik,person,institution,PositionAn
1289,praktische Chirurgie und Klinik,,person institution relation,hat Position inne >> Honorar-Prof. >> praktische Chirurgie und Klinik,person,institution,PositionAn
1290,praktische Geometrie,,person institution relation,hat Position inne >> Honorar-Prof. >> praktische Geometrie,person,institution,PositionAn
1291,Privatrecht und Rechtvergleichung,,person institution relation,hat Position inne >> Honorar-Prof. >> Privatrecht und Rechtvergleichung,person,institution,PositionAn
1292,Psychologie,,person institution relation,hat Position inne >> Honorar-Prof. >> Psychologie,person,institution,PositionAn
1293,Rechte und germanische Rechtsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> Rechte und germanische Rechtsgeschichte,person,institution,PositionAn
1294,Rechts- und Staatswissenschaften,,person institution relation,hat Position inne >> Honorar-Prof. >> Rechts- und Staatswissenschaften,person,institution,PositionAn
1295,"Rechts- und Staatswissenschaften, Strafrecht und Strafprozess",,person institution relation,"hat Position inne >> Honorar-Prof. >> Rechts- und Staatswissenschaften, Strafrecht und Strafprozess",person,institution,PositionAn
1296,Rechtswissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> Rechtswissenschaft,person,institution,PositionAn
1297,romanische Philologie,,person institution relation,hat Position inne >> Honorar-Prof. >> romanische Philologie,person,institution,PositionAn
1298,romanische Sprachen und Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> romanische Sprachen und Literatur,person,institution,PositionAn
1299,römische Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> römische Altertumskunde,person,institution,PositionAn
1300,römische Altertumswissenschaft und Epigraphik,,person institution relation,hat Position inne >> Honorar-Prof. >> römische Altertumswissenschaft und Epigraphik,person,institution,PositionAn
1301,römisches Recht,,person institution relation,hat Position inne >> Honorar-Prof. >> römisches Recht,person,institution,PositionAn
1302,römisches Recht und antike Rechtsgeschichte,,person institution relation,hat Position inne >> Honorar-Prof. >> römisches Recht und antike Rechtsgeschichte,person,institution,PositionAn
1303,römisches Recht und deutsches bürgerliches Recht,,person institution relation,hat Position inne >> Honorar-Prof. >> römisches Recht und deutsches bürgerliches Recht,person,institution,PositionAn
1304,"römisches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> Honorar-Prof. >> römisches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
1305,"römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",,person institution relation,"hat Position inne >> Honorar-Prof. >> römisches Recht, antike Rechtsgeschichte, bürgerliches und Wirtschaftsrecht",person,institution,PositionAn
1306,römisches und bürgerliches Recht,,person institution relation,hat Position inne >> Honorar-Prof. >> römisches und bürgerliches Recht,person,institution,PositionAn
1307,"römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",,person institution relation,"hat Position inne >> Honorar-Prof. >> römisches und bürgerliches Recht, antike Rechtsgeschichte und Papyrologie",person,institution,PositionAn
1308,römisches und kanonisches Recht,,person institution relation,hat Position inne >> Honorar-Prof. >> römisches und kanonisches Recht,person,institution,PositionAn
1309,Sanskrit,,person institution relation,hat Position inne >> Honorar-Prof. >> Sanskrit,person,institution,PositionAn
1310,Sanskrit und vergleichende Sprachwissenschaft,,person institution relation,hat Position inne >> Honorar-Prof. >> Sanskrit und vergleichende Sprachwissenschaft,person,institution,PositionAn
1311,semitische Philologie,,person institution relation,hat Position inne >> Honorar-Prof. >> semitische Philologie,person,institution,PositionAn
1312,semitische Sprachen,,person institution relation,hat Position inne >> Honorar-Prof. >> semitische Sprachen,person,institution,PositionAn
1313,"semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",,person institution relation,"hat Position inne >> Honorar-Prof. >> semitische Sprachwissenschaft, Literaturgeschichte und Volkskunde",person,institution,PositionAn
1314,Semitistik und Kulturgeschichte des Vorderen Orients,,person institution relation,hat Position inne >> Honorar-Prof. >> Semitistik und Kulturgeschichte des Vorderen Orients,person,institution,PositionAn
1315,slawische Geschichte und Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> slawische Geschichte und Altertumskunde,person,institution,PositionAn
1316,slawische Philologie,,person institution relation,hat Position inne >> Honorar-Prof. >> slawische Philologie,person,institution,PositionAn
1317,slawische Philologie und Altertumskunde,,person institution relation,hat Position inne >> Honorar-Prof. >> slawische Philologie und Altertumskunde,person,institution,PositionAn
1318,slawische Philologie und Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> slawische Philologie und Literatur,person,institution,PositionAn
1319,Sprache und Literatur,,person institution relation,hat Position inne >> Honorar-Prof. >> Sprache und Literatur,person,institution,PositionAn
1320,Staats- und Verwaltungsrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> Staats- und Verwaltungsrecht,person,institution,PositionAn
1321,"Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",,person institution relation,"hat Position inne >> Honorar-Prof. >> Staatslehre und österreichisches Verfassungsrecht, Verwaltungsrecht und österreichisches Verwaltungsrecht",person,institution,PositionAn
1322,Staatsrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> Staatsrecht,person,institution,PositionAn
1323,Staatsrecht und Verwaltungsrecht,,person institution relation,hat Position inne >> Honorar-Prof. >> Staatsrecht und Verwaltungsrecht,person,institution,PositionAn
1324,Staatswissenschaften,,person institution relation,hat Position inne >> Honorar-Prof. >> Staatswissenschaften,person,institution,PositionAn
1325,Statistik,,person institution relation,hat Position inne >> Honorar-Prof. >> Statistik,person,institution,PositionAn
1326,Statistik und österreichische Finanzgesetzkunde,,person institution relation,hat Position inne >> Honorar-Prof. >> Statistik und österreichische Finanzgesetzkunde,person,institution,PositionAn
1327,Strafrecht und Strafprozess,,person institution relation,hat Position inne >> Honorar-Prof. >> Strafrecht und Strafprozess,person,institution,PositionAn
1328,"Strafrecht, Strafprozessrecht und der Rechtsphilosophie",,person institution relation,"hat Position inne >> Honorar-Prof. >> Strafrecht, Strafprozessrecht und der Rechtsphilosophie",person,institution,PositionAn
1329,"Straßen-, Eisenbahn- und Tunnelbau",,person institution relation,"hat Position inne >> Honorar-Prof. >> Straßen-, Eisenbahn- und Tunnelbau",person,institution,PositionAn
1330,systematische Botanik,,person institution relation,hat Position inne >> Honorar-Prof. >> systematische Botanik,person,institution,PositionAn
1331,technische Kernphysik,,person institution relation,hat Position inne >> Honorar-Prof. >> technische Kernphysik,person,institution,PositionAn
1332,technische Mechanik,,person institution relation,hat Position inne >> Honorar-Prof. >> technische Mechanik,person,institution,PositionAn
